mac: input_norm_div_store/ptq_new_st/fusion,0
mac: Concat_40(Concat)_2CHW_store/ptq_new_st/fusion,0
mac: Concat_40(Concat)_22CHW_store/ptq_new_st/fusion,0
mac: Sigmoid_45.(Sigmoid)/broadcast_store/ptq_new_st/fusion,206438400
mac: Sigmoid_48.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_54.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_56(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_58.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_65.(Sigmoid)/broadcast_store/ptq_new_st/fusion,144179200
mac: Sigmoid_68.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_74.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_76(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_81.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_83(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_88.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_90(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_92.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_96.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Sigmoid_99.(Sigmoid)/broadcast_store/ptq_new_st/fusion,117964800
mac: Sigmoid_102.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_108.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_110(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_115.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_117(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_122.(Sigmoid)/broadcast_store/ptq_new_st/fusion,65536000
mac: Add_124(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Sigmoid_126.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_130.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Sigmoid_133.(Sigmoid)/broadcast_store/ptq_new_st/fusion,117964800
mac: Sigmoid_136.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: MaxPool_138.reduce_max(Pool)_store/ptq_new_st/fusion,0
mac: MaxPool_139.reduce_max(Pool)_store/ptq_new_st/fusion,0
mac: MaxPool_140.reduce_max(Pool)_store/ptq_new_st/fusion,0
mac: Sigmoid_143.(Sigmoid)/broadcast_store/ptq_new_st/fusion,52428800
mac: Sigmoid_149.(Sigmoid)/broadcast_store/ptq_new_st/fusion,19660800
mac: Sigmoid_152.(Sigmoid)/broadcast_store/ptq_new_st/fusion,58982400
mac: Sigmoid_155.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_159.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Sigmoid_162.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Resize_164(Resize)_store/ptq_new_st/fusion,0
mac: Sigmoid_173.(Sigmoid)/broadcast_store/ptq_new_st/fusion,91750400
mac: Sigmoid_176.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Sigmoid_183.(Sigmoid)/broadcast_store/ptq_new_st/fusion,39321600
mac: Resize_185(Resize)_store/ptq_new_st/fusion,0
mac: Sigmoid_194.(Sigmoid)/broadcast_store/ptq_new_st/fusion,91750400
mac: Sigmoid_197.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Sigmoid_201.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Conv_243(Conv)_store/fusion,52224000
mac: Sigmoid_204.(Sigmoid)/broadcast_store/ptq_new_st/fusion,58982400
mac: Sigmoid_214.(Sigmoid)/broadcast_store/ptq_new_st/fusion,78643200
mac: Sigmoid_217.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_221.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Conv_244(Conv)_store/fusion,26112000
mac: Sigmoid_224.(Sigmoid)/broadcast_store/ptq_new_st/fusion,58982400
mac: Sigmoid_231.(Sigmoid)/broadcast_store/ptq_new_st/fusion,19660800
mac: Sigmoid_234.(Sigmoid)/broadcast_store/ptq_new_st/fusion,58982400
mac: Sigmoid_237.(Sigmoid)/broadcast_store/ptq_new_st/fusion,13107200
mac: Sigmoid_241.(Sigmoid)/broadcast_store/ptq_new_st/fusion,26214400
mac: Conv_245(Conv)_store/fusion,13056000
mac: input_norm_div_store/fusion,0
mac: Concat_40(Concat)_2CHW_store/fusion,0
mac: Concat_40(Concat)_22CHW_store/fusion,0
mac: Sigmoid_45.(Sigmoid)/broadcast_store/fusion,206438400
mac: Sigmoid_48.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_54.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_56(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_58.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_65.(Sigmoid)/broadcast_store/fusion,144179200
mac: Sigmoid_68.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_74.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_76(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_81.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_83(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_88.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_90(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_92.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_96.(Sigmoid)/broadcast_store/fusion,26214400
mac: Sigmoid_99.(Sigmoid)/broadcast_store/fusion,117964800
mac: Sigmoid_102.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_108.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_110(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_115.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_117(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_122.(Sigmoid)/broadcast_store/fusion,65536000
mac: Add_124(binary_add)/binary_add_0/fusion,0
mac: Sigmoid_126.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_130.(Sigmoid)/broadcast_store/fusion,26214400
mac: Sigmoid_133.(Sigmoid)/broadcast_store/fusion,117964800
mac: Sigmoid_136.(Sigmoid)/broadcast_store/fusion,13107200
mac: MaxPool_138.reduce_max(Pool)_store/fusion,0
mac: MaxPool_139.reduce_max(Pool)_store/fusion,0
mac: MaxPool_140.reduce_max(Pool)_store/fusion,0
mac: Sigmoid_143.(Sigmoid)/broadcast_store/fusion,52428800
mac: Sigmoid_149.(Sigmoid)/broadcast_store/fusion,19660800
mac: Sigmoid_152.(Sigmoid)/broadcast_store/fusion,58982400
mac: Sigmoid_155.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_159.(Sigmoid)/broadcast_store/fusion,26214400
mac: Sigmoid_162.(Sigmoid)/broadcast_store/fusion,13107200
mac: Resize_164(Resize)_store/fusion,0
mac: Sigmoid_173.(Sigmoid)/broadcast_store/fusion,91750400
mac: Sigmoid_176.(Sigmoid)/broadcast_store/fusion,26214400
mac: Sigmoid_183.(Sigmoid)/broadcast_store/fusion,39321600
mac: Resize_185(Resize)_store/fusion,0
mac: Sigmoid_194.(Sigmoid)/broadcast_store/fusion,91750400
mac: Sigmoid_197.(Sigmoid)/broadcast_store/fusion,26214400
mac: Sigmoid_201.(Sigmoid)/broadcast_store/fusion,26214400
mac: Conv_243(Conv)_store/fusion,52224000
mac: Sigmoid_204.(Sigmoid)/broadcast_store/fusion,58982400
mac: Sigmoid_214.(Sigmoid)/broadcast_store/fusion,78643200
mac: Sigmoid_217.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_221.(Sigmoid)/broadcast_store/fusion,26214400
mac: Conv_244(Conv)_store/fusion,26112000
mac: Sigmoid_224.(Sigmoid)/broadcast_store/fusion,58982400
mac: Sigmoid_231.(Sigmoid)/broadcast_store/fusion,19660800
mac: Sigmoid_234.(Sigmoid)/broadcast_store/fusion,58982400
mac: Sigmoid_237.(Sigmoid)/broadcast_store/fusion,13107200
mac: Sigmoid_241.(Sigmoid)/broadcast_store/fusion,26214400
mac: Conv_245(Conv)_store/fusion,13056000
mac: swapRB_slice_NCHW_2/copy_store/fusion,0
mac: swapRB_slice_NCHW_1/copy_store/fusion,0
mac: swapRB_slice_NCHW_0/copy_store/fusion,0
mac: Conv_20(Conv)_store/ptq_new_st/fusion,34457600
mac: Conv_54(Conv)_store/ptq_new_st/fusion,6553600
mac: Conv_44(Conv)_store/ptq_new_st/fusion,38579200
mac: Conv_56(Conv)_store/ptq_new_st/fusion,3276800
mac: Conv_58(Conv)_store/ptq_new_st/fusion,11814400
mac: Add_77(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Conv_78(Conv)_store/ptq_new_st/fusion,14745600
mac: Add_97(binary_add)/binary_add_0/ptq_new_st/fusion,0
mac: Conv_98(Conv)_store/ptq_new_st/fusion,58982400
mac: Conv_100(Conv)_store/ptq_new_st/fusion,29491200
mac: Conv_101(Conv)_store/ptq_new_st/fusion,14745600
mac: Conv_103(Conv)_store/ptq_new_st/fusion,3686400
mac: Conv_106(Conv)_store/ptq_new_st/fusion,7372800
mac: Relu_108.max(Relu)/binary_max_store/ptq_new_st/fusion,0
mac: Conv_127(Conv)_store/fusion,819200
mac: Conv_152(Conv)_store/fusion,409600
mac: Conv_177(Conv)_store/fusion,2048000
mac: Conv_109(Conv)_store/ptq_new_st/fusion,7372800
mac: Conv_110(Conv)_store/ptq_new_st/fusion,3686400
mac: Conv_112(Conv)_store/ptq_new_st/fusion,921600
mac: Conv_115(Conv)_store/ptq_new_st/fusion,1843200
mac: Relu_117.max(Relu)/binary_max_store/ptq_new_st/fusion,0
mac: Conv_135(Conv)_store/fusion,204800
mac: Conv_160(Conv)_store/fusion,102400
mac: Conv_185(Conv)_store/fusion,512000
mac: Conv_118(Conv)_store/ptq_new_st/fusion,1843200
mac: Conv_119(Conv)_store/ptq_new_st/fusion,921600
mac: Conv_121(Conv)_store/ptq_new_st/fusion,230400
mac: Conv_124(Conv)_store/ptq_new_st/fusion,460800
mac: Relu_126.max(Relu)/binary_max_store/ptq_new_st/fusion,0
mac: Conv_143(Conv)_store/fusion,51200
mac: Conv_168(Conv)_store/fusion,25600
mac: Conv_193(Conv)_store/fusion,128000
mac: swapRB_slice_NCHW_2/copy_store/fusion,0
mac: swapRB_slice_NCHW_1/copy_store/fusion,0
mac: swapRB_slice_NCHW_0/copy_store/fusion,0
mac: Conv_20(Conv)_store/fusion,34457600
mac: Conv_54(Conv)_store/fusion,6553600
mac: Conv_44(Conv)_store/fusion,38579200
mac: Conv_56(Conv)_store/fusion,3276800
mac: Conv_58(Conv)_store/fusion,11814400
mac: Add_77(binary_add)/binary_add_0/fusion,0
mac: Conv_78(Conv)_store/fusion,14745600
mac: Add_97(binary_add)/binary_add_0/fusion,0
mac: Conv_98(Conv)_store/fusion,58982400
mac: Conv_100(Conv)_store/fusion,29491200
mac: Conv_101(Conv)_store/fusion,14745600
mac: Conv_103(Conv)_store/fusion,3686400
mac: Conv_106(Conv)_store/fusion,7372800
mac: Relu_108.max(Relu)/binary_max_store/fusion,0
mac: Conv_127(Conv)_store/fusion,819200
mac: Conv_152(Conv)_store/fusion,409600
mac: Conv_177(Conv)_store/fusion,2048000
mac: Conv_109(Conv)_store/fusion,7372800
mac: Conv_110(Conv)_store/fusion,3686400
mac: Conv_112(Conv)_store/fusion,921600
mac: Conv_115(Conv)_store/fusion,1843200
mac: Relu_117.max(Relu)/binary_max_store/fusion,0
mac: Conv_135(Conv)_store/fusion,204800
mac: Conv_160(Conv)_store/fusion,102400
mac: Conv_185(Conv)_store/fusion,512000
mac: Conv_118(Conv)_store/fusion,1843200
mac: Conv_119(Conv)_store/fusion,921600
mac: Conv_121(Conv)_store/fusion,230400
mac: Conv_124(Conv)_store/fusion,460800
mac: Relu_126.max(Relu)/binary_max_store/fusion,0
mac: Conv_143(Conv)_store/fusion,51200
mac: Conv_168(Conv)_store/fusion,25600
mac: Conv_193(Conv)_store/fusion,128000
